output_number,phase,source,error_type,error_message,app,llm,dest_model
20,build,code_only_build,Type_Error,"/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpg66p75iv/sift.hpp:37:17: error: no match for ‘operator[]’ (operand types are ‘int’ and ‘Legion::Point<1, long long int>’ {aka ‘Realm::Point<1, long long int>’})",heapify,gpt-5.3-codex,Legion
20,build,code_only_build,Type_Error,"/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpg66p75iv/sift.hpp:37:31: error: no match for ‘operator[]’ (operand types are ‘int’ and ‘Legion::Point<1, long long int>’ {aka ‘Realm::Point<1, long long int>’})",heapify,gpt-5.3-codex,Legion
20,build,code_only_build,Type_Error,"/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpg66p75iv/sift.hpp:44:15: error: no match for ‘operator[]’ (operand types are ‘int’ and ‘Legion::Point<1, long long int>’ {aka ‘Realm::Point<1, long long int>’})",heapify,gpt-5.3-codex,Legion
20,build,code_only_build,Type_Error,"/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpg66p75iv/sift.hpp:44:29: error: no match for ‘operator[]’ (operand types are ‘int’ and ‘Legion::Point<1, long long int>’ {aka ‘Realm::Point<1, long long int>’})",heapify,gpt-5.3-codex,Legion
20,build,code_only_build,Type_Error,"/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpg66p75iv/sift.hpp:48:16: error: no match for ‘operator[]’ (operand types are ‘int’ and ‘Legion::Point<1, long long int>’ {aka ‘Realm::Point<1, long long int>’})",heapify,gpt-5.3-codex,Legion
20,build,code_only_build,Type_Error,"/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpg66p75iv/sift.hpp:52:8: error: no match for ‘operator[]’ (operand types are ‘int’ and ‘Legion::Point<1, long long int>’ {aka ‘Realm::Point<1, long long int>’})",heapify,gpt-5.3-codex,Legion
20,build,code_only_build,Type_Error,"/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpg66p75iv/sift.hpp:52:38: error: no match for ‘operator[]’ (operand types are ‘int’ and ‘Legion::Point<1, long long int>’ {aka ‘Realm::Point<1, long long int>’})",heapify,gpt-5.3-codex,Legion
20,build,code_only_build,Type_Error,"/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpg66p75iv/sift.hpp:64:19: error: no match for ‘operator[]’ (operand types are ‘int’ and ‘Legion::Point<1, long long int>’ {aka ‘Realm::Point<1, long long int>’})",heapify,gpt-5.3-codex,Legion
20,build,code_only_build,Type_Error,"/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpg66p75iv/sift.hpp:64:33: error: no match for ‘operator[]’ (operand types are ‘int’ and ‘Legion::Point<1, long long int>’ {aka ‘Realm::Point<1, long long int>’})",heapify,gpt-5.3-codex,Legion
20,build,code_only_build,Type_Error,"/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpg66p75iv/sift.hpp:69:21: error: no match for ‘operator[]’ (operand types are ‘int’ and ‘Legion::Point<1, long long int>’ {aka ‘Realm::Point<1, long long int>’})",heapify,gpt-5.3-codex,Legion
20,build,code_only_build,Type_Error,"/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpg66p75iv/sift.hpp:71:6: error: no match for ‘operator[]’ (operand types are ‘int’ and ‘Legion::Point<1, long long int>’ {aka ‘Realm::Point<1, long long int>’})",heapify,gpt-5.3-codex,Legion
16,build,build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpkrc2z8i9/heaps.cpp:116:40: error: ‘const class Legion::DomainPoint’ has no member named ‘get_point’,heapify,gpt-5.3-codex,Legion
16,build,build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpkrc2z8i9/heaps.cpp:116:53: error: expected primary-expression before ‘)’ token,heapify,gpt-5.3-codex,Legion
16,build,code_only_build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmp84smzy4l/heaps.cpp:116:40: error: ‘const class Legion::DomainPoint’ has no member named ‘get_point’,heapify,gpt-5.3-codex,Legion
16,build,code_only_build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmp84smzy4l/heaps.cpp:116:53: error: expected primary-expression before ‘)’ token,heapify,gpt-5.3-codex,Legion
1,build,build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmp25y_7zcp/heaps.cpp:134:40: error: ‘const class Legion::DomainPoint’ has no member named ‘get_point’,heapify,gpt-5.3-codex,Legion
1,build,build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmp25y_7zcp/heaps.cpp:134:53: error: expected primary-expression before ‘)’ token,heapify,gpt-5.3-codex,Legion
1,build,code_only_build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmp24uqlgnh/heaps.cpp:134:40: error: ‘const class Legion::DomainPoint’ has no member named ‘get_point’,heapify,gpt-5.3-codex,Legion
1,build,code_only_build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmp24uqlgnh/heaps.cpp:134:53: error: expected primary-expression before ‘)’ token,heapify,gpt-5.3-codex,Legion
2,build,build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmp3w31b81o/sift.hpp:85:61: error: ‘READ_WRITE’ is not a member of ‘Legion’; did you mean ‘READ_WRITE’?,heapify,gpt-5.3-codex,Legion
2,build,build,Type_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmp3w31b81o/sift.hpp:85:79: error: template argument 1 is invalid,heapify,gpt-5.3-codex,Legion
2,build,build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmp3w31b81o/sift.hpp:131:33: error: ‘READ_WRITE’ is not a member of ‘Legion’; did you mean ‘READ_WRITE’?,heapify,gpt-5.3-codex,Legion
2,build,build,Type_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmp3w31b81o/sift.hpp:131:51: error: template argument 1 is invalid,heapify,gpt-5.3-codex,Legion
2,build,build,Declaration_Or_Function_Call_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmp3w31b81o/sift.hpp:131:86: error: expression list treated as compound expression in initializer [-fpermissive],heapify,gpt-5.3-codex,Legion
2,build,build,Type_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmp3w31b81o/heaps.cpp:168:3: error: ‘sift_down’ was not declared in this scope; did you mean ‘heap_legion::sift_down’?,heapify,gpt-5.3-codex,Legion
2,build,build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmp3w31b81o/heaps.cpp:168:13: error: expected primary-expression before ‘int’,heapify,gpt-5.3-codex,Legion
2,build,build,Type_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmp3w31b81o/heaps.cpp:210:3: error: ‘sift_down_range’ was not declared in this scope; did you mean ‘heap_legion::sift_down_range’?,heapify,gpt-5.3-codex,Legion
2,build,build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmp3w31b81o/heaps.cpp:210:19: error: expected primary-expression before ‘int’,heapify,gpt-5.3-codex,Legion
2,build,build,Type_Error,"/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmp3w31b81o/sift.hpp:97:36: error: no match for ‘operator[]’ (operand types are ‘int’ and ‘Legion::Point<1, long long int>’ {aka ‘Realm::Point<1, long long int>’})",heapify,gpt-5.3-codex,Legion
2,build,build,Type_Error,"/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmp3w31b81o/sift.hpp:97:51: error: no match for ‘operator[]’ (operand types are ‘int’ and ‘Legion::Point<1, long long int>’ {aka ‘Realm::Point<1, long long int>’})",heapify,gpt-5.3-codex,Legion
2,build,build,Type_Error,"/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmp3w31b81o/sift.hpp:101:15: error: no match for ‘operator[]’ (operand types are ‘int’ and ‘Legion::Point<1, long long int>’ {aka ‘Realm::Point<1, long long int>’})",heapify,gpt-5.3-codex,Legion
2,build,build,Type_Error,"/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmp3w31b81o/sift.hpp:101:30: error: no match for ‘operator[]’ (operand types are ‘int’ and ‘Legion::Point<1, long long int>’ {aka ‘Realm::Point<1, long long int>’})",heapify,gpt-5.3-codex,Legion
2,build,build,Type_Error,"/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmp3w31b81o/sift.hpp:103:16: error: no match for ‘operator[]’ (operand types are ‘int’ and ‘Legion::Point<1, long long int>’ {aka ‘Realm::Point<1, long long int>’})",heapify,gpt-5.3-codex,Legion
2,build,build,Type_Error,"/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmp3w31b81o/sift.hpp:107:8: error: no match for ‘operator[]’ (operand types are ‘int’ and ‘Legion::Point<1, long long int>’ {aka ‘Realm::Point<1, long long int>’})",heapify,gpt-5.3-codex,Legion
2,build,build,Type_Error,"/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmp3w31b81o/sift.hpp:107:22: error: no match for ‘operator[]’ (operand types are ‘int’ and ‘Legion::Point<1, long long int>’ {aka ‘Realm::Point<1, long long int>’})",heapify,gpt-5.3-codex,Legion
2,build,build,Type_Error,"/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmp3w31b81o/sift.hpp:113:38: error: no match for ‘operator[]’ (operand types are ‘int’ and ‘Legion::Point<1, long long int>’ {aka ‘Realm::Point<1, long long int>’})",heapify,gpt-5.3-codex,Legion
2,build,build,Type_Error,"/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmp3w31b81o/sift.hpp:113:53: error: no match for ‘operator[]’ (operand types are ‘int’ and ‘Legion::Point<1, long long int>’ {aka ‘Realm::Point<1, long long int>’})",heapify,gpt-5.3-codex,Legion
2,build,build,Type_Error,"/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmp3w31b81o/sift.hpp:116:21: error: no match for ‘operator[]’ (operand types are ‘int’ and ‘Legion::Point<1, long long int>’ {aka ‘Realm::Point<1, long long int>’})",heapify,gpt-5.3-codex,Legion
2,build,build,Type_Error,"/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmp3w31b81o/sift.hpp:118:6: error: no match for ‘operator[]’ (operand types are ‘int’ and ‘Legion::Point<1, long long int>’ {aka ‘Realm::Point<1, long long int>’})",heapify,gpt-5.3-codex,Legion
2,build,code_only_build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpm4v9inhd/sift.hpp:85:61: error: ‘READ_WRITE’ is not a member of ‘Legion’; did you mean ‘READ_WRITE’?,heapify,gpt-5.3-codex,Legion
2,build,code_only_build,Type_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpm4v9inhd/sift.hpp:85:79: error: template argument 1 is invalid,heapify,gpt-5.3-codex,Legion
2,build,code_only_build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpm4v9inhd/sift.hpp:131:33: error: ‘READ_WRITE’ is not a member of ‘Legion’; did you mean ‘READ_WRITE’?,heapify,gpt-5.3-codex,Legion
2,build,code_only_build,Type_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpm4v9inhd/sift.hpp:131:51: error: template argument 1 is invalid,heapify,gpt-5.3-codex,Legion
2,build,code_only_build,Declaration_Or_Function_Call_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpm4v9inhd/sift.hpp:131:86: error: expression list treated as compound expression in initializer [-fpermissive],heapify,gpt-5.3-codex,Legion
2,build,code_only_build,Type_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpm4v9inhd/heaps.cpp:168:3: error: ‘sift_down’ was not declared in this scope; did you mean ‘heap_legion::sift_down’?,heapify,gpt-5.3-codex,Legion
2,build,code_only_build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpm4v9inhd/heaps.cpp:168:13: error: expected primary-expression before ‘int’,heapify,gpt-5.3-codex,Legion
2,build,code_only_build,Type_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpm4v9inhd/heaps.cpp:210:3: error: ‘sift_down_range’ was not declared in this scope; did you mean ‘heap_legion::sift_down_range’?,heapify,gpt-5.3-codex,Legion
2,build,code_only_build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpm4v9inhd/heaps.cpp:210:19: error: expected primary-expression before ‘int’,heapify,gpt-5.3-codex,Legion
2,build,code_only_build,Type_Error,"/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpm4v9inhd/sift.hpp:97:36: error: no match for ‘operator[]’ (operand types are ‘int’ and ‘Legion::Point<1, long long int>’ {aka ‘Realm::Point<1, long long int>’})",heapify,gpt-5.3-codex,Legion
2,build,code_only_build,Type_Error,"/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpm4v9inhd/sift.hpp:97:51: error: no match for ‘operator[]’ (operand types are ‘int’ and ‘Legion::Point<1, long long int>’ {aka ‘Realm::Point<1, long long int>’})",heapify,gpt-5.3-codex,Legion
2,build,code_only_build,Type_Error,"/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpm4v9inhd/sift.hpp:101:15: error: no match for ‘operator[]’ (operand types are ‘int’ and ‘Legion::Point<1, long long int>’ {aka ‘Realm::Point<1, long long int>’})",heapify,gpt-5.3-codex,Legion
2,build,code_only_build,Type_Error,"/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpm4v9inhd/sift.hpp:101:30: error: no match for ‘operator[]’ (operand types are ‘int’ and ‘Legion::Point<1, long long int>’ {aka ‘Realm::Point<1, long long int>’})",heapify,gpt-5.3-codex,Legion
2,build,code_only_build,Type_Error,"/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpm4v9inhd/sift.hpp:103:16: error: no match for ‘operator[]’ (operand types are ‘int’ and ‘Legion::Point<1, long long int>’ {aka ‘Realm::Point<1, long long int>’})",heapify,gpt-5.3-codex,Legion
2,build,code_only_build,Type_Error,"/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpm4v9inhd/sift.hpp:107:8: error: no match for ‘operator[]’ (operand types are ‘int’ and ‘Legion::Point<1, long long int>’ {aka ‘Realm::Point<1, long long int>’})",heapify,gpt-5.3-codex,Legion
2,build,code_only_build,Type_Error,"/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpm4v9inhd/sift.hpp:107:22: error: no match for ‘operator[]’ (operand types are ‘int’ and ‘Legion::Point<1, long long int>’ {aka ‘Realm::Point<1, long long int>’})",heapify,gpt-5.3-codex,Legion
2,build,code_only_build,Type_Error,"/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpm4v9inhd/sift.hpp:113:38: error: no match for ‘operator[]’ (operand types are ‘int’ and ‘Legion::Point<1, long long int>’ {aka ‘Realm::Point<1, long long int>’})",heapify,gpt-5.3-codex,Legion
2,build,code_only_build,Type_Error,"/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpm4v9inhd/sift.hpp:113:53: error: no match for ‘operator[]’ (operand types are ‘int’ and ‘Legion::Point<1, long long int>’ {aka ‘Realm::Point<1, long long int>’})",heapify,gpt-5.3-codex,Legion
2,build,code_only_build,Type_Error,"/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpm4v9inhd/sift.hpp:116:21: error: no match for ‘operator[]’ (operand types are ‘int’ and ‘Legion::Point<1, long long int>’ {aka ‘Realm::Point<1, long long int>’})",heapify,gpt-5.3-codex,Legion
2,build,code_only_build,Type_Error,"/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpm4v9inhd/sift.hpp:118:6: error: no match for ‘operator[]’ (operand types are ‘int’ and ‘Legion::Point<1, long long int>’ {aka ‘Realm::Point<1, long long int>’})",heapify,gpt-5.3-codex,Legion
4,build,build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpyav65dv_/heaps.cpp:44:23: error: ‘from_point’ is not a member of ‘Legion::DomainPoint’,heapify,gpt-5.3-codex,Legion
4,build,build,Syntax_Error,"/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpyav65dv_/heaps.cpp:128:25: error: ‘const __gnu_cxx::__alloc_traits<std::allocator<Legion::PhysicalRegion>, Legion::PhysicalRegion>::value_type’ {aka ‘const class Legion::PhysicalRegion’} has no member named ‘get_field_accessor’",heapify,gpt-5.3-codex,Legion
4,build,build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpyav65dv_/heaps.cpp:128:63: error: expected primary-expression before ‘int’,heapify,gpt-5.3-codex,Legion
4,build,build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpyav65dv_/heaps.cpp:302:21: error: ‘class Legion::PhysicalRegion’ has no member named ‘get_field_accessor’,heapify,gpt-5.3-codex,Legion
4,build,build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpyav65dv_/heaps.cpp:302:59: error: expected primary-expression before ‘int’,heapify,gpt-5.3-codex,Legion
4,build,build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpyav65dv_/heaps.cpp:319:21: error: ‘class Legion::PhysicalRegion’ has no member named ‘get_field_accessor’,heapify,gpt-5.3-codex,Legion
4,build,build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpyav65dv_/heaps.cpp:319:59: error: expected primary-expression before ‘int’,heapify,gpt-5.3-codex,Legion
4,build,code_only_build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmp6xefpjpq/heaps.cpp:44:23: error: ‘from_point’ is not a member of ‘Legion::DomainPoint’,heapify,gpt-5.3-codex,Legion
4,build,code_only_build,Syntax_Error,"/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmp6xefpjpq/heaps.cpp:128:25: error: ‘const __gnu_cxx::__alloc_traits<std::allocator<Legion::PhysicalRegion>, Legion::PhysicalRegion>::value_type’ {aka ‘const class Legion::PhysicalRegion’} has no member named ‘get_field_accessor’",heapify,gpt-5.3-codex,Legion
4,build,code_only_build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmp6xefpjpq/heaps.cpp:128:63: error: expected primary-expression before ‘int’,heapify,gpt-5.3-codex,Legion
4,build,code_only_build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmp6xefpjpq/heaps.cpp:302:21: error: ‘class Legion::PhysicalRegion’ has no member named ‘get_field_accessor’,heapify,gpt-5.3-codex,Legion
4,build,code_only_build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmp6xefpjpq/heaps.cpp:302:59: error: expected primary-expression before ‘int’,heapify,gpt-5.3-codex,Legion
4,build,code_only_build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmp6xefpjpq/heaps.cpp:319:21: error: ‘class Legion::PhysicalRegion’ has no member named ‘get_field_accessor’,heapify,gpt-5.3-codex,Legion
4,build,code_only_build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmp6xefpjpq/heaps.cpp:319:59: error: expected primary-expression before ‘int’,heapify,gpt-5.3-codex,Legion
7,build,build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpy3dnmm83/sift.hpp:94:33: error: ‘READ_WRITE’ is not a member of ‘Legion’; did you mean ‘READ_WRITE’?,heapify,gpt-5.3-codex,Legion
7,build,build,Type_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpy3dnmm83/sift.hpp:94:51: error: template argument 1 is invalid,heapify,gpt-5.3-codex,Legion
7,build,build,Declaration_Or_Function_Call_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpy3dnmm83/sift.hpp:94:81: error: expression list treated as compound expression in initializer [-fpermissive],heapify,gpt-5.3-codex,Legion
7,build,build,Type_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpy3dnmm83/heaps.cpp:131:3: error: ‘sift_down_range’ was not declared in this scope; did you mean ‘heap_legion::sift_down_range’?,heapify,gpt-5.3-codex,Legion
7,build,build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpy3dnmm83/heaps.cpp:131:19: error: expected primary-expression before ‘int’,heapify,gpt-5.3-codex,Legion
7,build,build,Type_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpy3dnmm83/heaps.cpp:190:3: error: ‘sift_down’ was not declared in this scope; did you mean ‘heap_legion::sift_down’?,heapify,gpt-5.3-codex,Legion
7,build,build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpy3dnmm83/heaps.cpp:190:13: error: expected primary-expression before ‘int’,heapify,gpt-5.3-codex,Legion
7,build,build,Type_Error,"/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpy3dnmm83/sift.hpp:24:13: error: no match for ‘operator[]’ (operand types are ‘const int’ and ‘Legion::Point<1, long long int>’ {aka ‘Realm::Point<1, long long int>’})",heapify,gpt-5.3-codex,Legion
7,build,build,Type_Error,"/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpy3dnmm83/sift.hpp:29:6: error: no match for ‘operator[]’ (operand types are ‘int’ and ‘Legion::Point<1, long long int>’ {aka ‘Realm::Point<1, long long int>’})",heapify,gpt-5.3-codex,Legion
7,build,code_only_build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpr71orv2a/sift.hpp:94:33: error: ‘READ_WRITE’ is not a member of ‘Legion’; did you mean ‘READ_WRITE’?,heapify,gpt-5.3-codex,Legion
7,build,code_only_build,Type_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpr71orv2a/sift.hpp:94:51: error: template argument 1 is invalid,heapify,gpt-5.3-codex,Legion
7,build,code_only_build,Declaration_Or_Function_Call_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpr71orv2a/sift.hpp:94:81: error: expression list treated as compound expression in initializer [-fpermissive],heapify,gpt-5.3-codex,Legion
7,build,code_only_build,Type_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpr71orv2a/heaps.cpp:131:3: error: ‘sift_down_range’ was not declared in this scope; did you mean ‘heap_legion::sift_down_range’?,heapify,gpt-5.3-codex,Legion
7,build,code_only_build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpr71orv2a/heaps.cpp:131:19: error: expected primary-expression before ‘int’,heapify,gpt-5.3-codex,Legion
7,build,code_only_build,Type_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpr71orv2a/heaps.cpp:190:3: error: ‘sift_down’ was not declared in this scope; did you mean ‘heap_legion::sift_down’?,heapify,gpt-5.3-codex,Legion
7,build,code_only_build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpr71orv2a/heaps.cpp:190:13: error: expected primary-expression before ‘int’,heapify,gpt-5.3-codex,Legion
7,build,code_only_build,Type_Error,"/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpr71orv2a/sift.hpp:24:13: error: no match for ‘operator[]’ (operand types are ‘const int’ and ‘Legion::Point<1, long long int>’ {aka ‘Realm::Point<1, long long int>’})",heapify,gpt-5.3-codex,Legion
7,build,code_only_build,Type_Error,"/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpr71orv2a/sift.hpp:29:6: error: no match for ‘operator[]’ (operand types are ‘int’ and ‘Legion::Point<1, long long int>’ {aka ‘Realm::Point<1, long long int>’})",heapify,gpt-5.3-codex,Legion
5,build,build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpg5gbo4ky/sift.hpp:173:36: error: ‘const class Legion::Domain’ has no member named ‘get_rect’,heapify,gpt-5.3-codex,Legion
5,build,build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpg5gbo4ky/sift.hpp:173:48: error: expected primary-expression before ‘)’ token,heapify,gpt-5.3-codex,Legion
5,build,build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpg5gbo4ky/sift.hpp:176:15: error: ‘READ_WRITE’ is not a member of ‘Legion’; did you mean ‘READ_WRITE’?,heapify,gpt-5.3-codex,Legion
5,build,build,Syntax_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpg5gbo4ky/sift.hpp:177:15: error: ‘Realm’ is not a member of ‘Legion’; did you mean ‘Realm’?,heapify,gpt-5.3-codex,Legion
5,build,build,Type_Error,/Users/robsonlab/scratch/hpx_to_legion_repo/heapify/scratch/gpt-5.3-codex/tmpg5gbo4ky/sift.hpp:177:60: error: template argument 1 is invalid,heapify,gpt-5.3-codex,Legion
